2026-07-12 19:16:54,642 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-aa416f1c4f7044bbafaa8d585d6f9d55\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-12 20:36:29,896 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-2c29ed934dd9439893539ccb4b2ed4e8\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-13 19:13:43,292 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-2c7a7a919ad84da5b2f5498a4b893bcc\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-13 23:25:18,285 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-3c0d7fb1be794a36b3ea708d03eb5165\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-14 13:15:20,378 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-a774dcb24a9049f09124ee0badff94c1\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-15 10:17:10,049 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-ff3dab88278b4b289f28f548ac17706d\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-15 10:18:26,265 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-53c655a313d34963ac3409d554965d5b\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-15 10:25:53,369 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-d3974137bac740f4942145aeda044630\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 10:15:56,287 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-d01c7c73febe4e9eb5a9b1445cffb2ba\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 10:24:59,093 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-24aeaa1003504ee885c188ab66534207\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 12:08:31,346 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-9c4928e0c84e4d0daf02e08d431af63c\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 18:05:42,310 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-11610063b018439d97626bd979124054\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 18:06:04,083 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-75c19d6c104442579c478f0110929735\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 18:06:14,437 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-57812942e2d1433bb7033a43c0d2abbf\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 20:40:37,626 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-358be5074cd64896a4fe1d79f3f3e7aa\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 20:42:52,301 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-b65732d843e444e28d30fa5410ee545f\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 20:44:34,777 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-0becc9a74543458aa080e228ba3d824d\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 20:47:13,544 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-751dd2ea47d14cf4aa4672a1f2c7b52e\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 20:49:52,958 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-2e8c802358674d67ac9ee4b5e7299f2b\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 20:53:24,809 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-109019ad368040b892f10b77d551491e\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 21:26:37,628 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-cfed47f37dab4b67a5059f0b2b862261\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
2026-07-16 21:29:17,960 INFO app.notify: notifier online for trial 33345678-1234-4234-8234-123456789abc (run_dir=C:\Users\juanl\Documents\GitHub\course-DEV-IDE-with-AGENTS-hybrid\.tmp\pytest-fixtures\case-7c18a8929eab41d9ae459d0343739ec5\33345678-1234-4234-8234-123456789abc, push_targets=0, config=ok)
